Player_ID,Age,Country,Studio_Region,Game_Title,Genre,Game_Mode,Platform,Device_Type,Sales_Channel,Game_Release_Year,Join_Date,Last_Login,Session_Start_Time,Session_End_Time,Daily_Playtime (mins),In_Game_Purchases ($),Membership_Tier,Favorite_Mode,Support_Tickets_Raised,Refund_Requested,Marketing_Source,Churned,Session_Start_Hour,Session_Interval
P1026,33,Germany,Chennai,Minecraft,Adventure,Team Deathmatch,Mobile,Gaming PC,PlayStation Store,2025,2024-01-18,2024-10-09,15:53:00,18:51:00,178.0,55.46,Free,Solo,0,No,Ads,Yes,15,15-16
P1027,31,USA,Pune,FIFA 24,Sports,Ranked,PC,Xbox,PlayStation Store,2021,2023-04-18,2025-03-28,12:45:00,13:54:00,69.0,12.85,Free,Team,0,No,Referral,Yes,12,12-13
P1028,39,Germany,Chennai,Minecraft,FPS,Ranked,Console,Gaming PC,Steam,2023,2022-05-08,2024-07-14,21:34:00,00:08:00,154.0,159.97,Free,Team,0,No,Ads,Yes,21,21-22
P1029,37,UK,Kolkata,Minecraft,Survival,Battle Royale,Console,Xbox Series X,Steam,2024,2019-04-22,2020-03-30,21:08:00,23:21:00,133.0,36.35,Free,Solo,0,No,YouTube,Yes,21,21-22
P1030,37,UK,Delhi,FIFA 24,FPS,Team Deathmatch,PC,Switch,Steam,2023,2021-07-07,2025-02-27,10:49:00,11:14:00,25.0,150.85,Free,Solo,1,No,Referral,Yes,10,10-11
P1031,37,UK,Kolkata,Call of Duty,Adventure,Battle Royale,Console,Switch,App Store,2023,2020-11-18,2024-04-11,11:49:00,12:45:00,56.0,192.94,Premium,Team,1,No,Influencer,Yes,11,11-12
P1032,38,Canada,Hyderabad,Call of Duty,Adventure,Battle Royale,PC,Switch,App Store,2019,2019-06-18,2023-05-10,21:42:00,23:31:00,109.0,13.79,Free,Team,2,No,Ads,Yes,21,21-22
P1033,37,UK,Kolkata,Apex Legends,Strategy,Battle Royale,Console,Xbox,App Store,2025,2024-03-19,2024-10-28,16:20:00,17:37:00,77.0,166.15,Free,Team,0,No,Influencer,Yes,16,16-17
P1034,37,UK,Bangalore,Apex Legends,Sports,Battle Royale,Console,Xbox Series X,App Store,2022,2022-10-26,2023-08-08,16:35:00,16:52:00,17.0,0.0,Free,Ranked,0,No,In-Game Promo,Yes,16,16-17
P1035,28,Canada,Delhi,Minecraft,Strategy,Team Deathmatch,Console,PS5,Steam,2022,2021-06-26,2023-10-02,15:19:00,18:02:00,163.0,73.8,Premium,Team,4,Yes,In-Game Promo,Yes,15,15-16
P1036,34,UK,Kolkata,Apex Legends,Sports,Solo,Console,Xbox Series X,Steam,2021,2022-07-16,2023-03-17,13:12:00,14:22:00,70.0,147.72,Premium,Team,1,No,Ads,Yes,13,13-14
P1037,38,UK,Hyderabad,FIFA 24,Battle Royale,Solo,PC,Switch,PlayStation Store,2022,2019-07-06,2020-02-14,17:44:00,18:31:00,47.0,127.57,Free,Solo,1,No,Influencer,Yes,17,17-18
P1038,43,Germany,Pune,Fortnite,FPS,Solo,Console,PS5,Steam,2024,2024-07-07,2024-08-13,09:09:00,10:02:00,53.0,162.23,Free,Solo,0,No,Influencer,Yes,9,9-10
P1039,27,Brazil,Delhi,Apex Legends,Survival,Solo,Mobile,Gaming PC,App Store,2018,2020-02-11,2025-06-04,14:40:00,15:49:00,69.0,52.93,Free,Solo,1,No,Referral,No,14,14-15
P1040,13,Germany,Delhi,Minecraft,Adventure,Team Deathmatch,Console,PS5,PlayStation Store,2022,2022-03-04,2024-09-18,10:43:00,11:57:00,74.0,184.78,Premium,Solo,0,No,In-Game Promo,Yes,10,10-11
P1041,27,Canada,Hyderabad,FIFA 24,Battle Royale,Zombies,PC,Xbox Series X,App Store,2022,2023-12-04,2024-04-09,22:44:00,00:16:00,92.0,139.95,Premium,Team,0,No,In-Game Promo,Yes,22,22-23
P1042,15,Germany,Kolkata,FIFA 24,Adventure,Solo,PC,PS5,PlayStation Store,2018,2022-01-08,2025-04-02,09:48:00,10:47:00,59.0,94.1,VIP,Solo,4,Yes,Influencer,Yes,9,9-10
P1043,44,India,Delhi,FIFA 24,Adventure,Solo,Console,Switch,Steam,2020,2022-09-12,2023-11-07,23:18:00,01:15:00,117.0,162.71,Free,Solo,0,No,YouTube,Yes,23,23-24
P1044,44,Germany,Chennai,Call of Duty,Strategy,Ranked,Console,Gaming PC,Steam,2021,2024-10-24,2025-01-24,23:40:00,01:48:00,128.0,152.0,Free,Solo,3,Yes,Influencer,Yes,23,23-24
P1045,44,India,Bangalore,Minecraft,Adventure,Battle Royale,Mobile,Xbox Series X,App Store,2018,2023-07-30,2023-11-02,15:53:00,16:37:00,44.0,92.29,Premium,Solo,0,No,YouTube,Yes,15,15-16
P1046,45,Canada,Pune,Apex Legends,Survival,Team Deathmatch,PC,Gaming PC,PlayStation Store,2024,2021-02-19,2024-06-30,12:55:00,13:27:00,32.0,55.25,Free,Ranked,0,No,Ads,Yes,12,12-13
P1047,31,Canada,Pune,PUBG,Adventure,Team Deathmatch,PC,Gaming PC,Company Website,2023,2022-09-23,2024-04-10,20:29:00,22:06:00,97.0,0.0,Premium,Solo,3,Yes,Influencer,Yes,20,20-21
P1048,15,UK,Kolkata,Apex Legends,Strategy,Team Deathmatch,Console,Gaming PC,PlayStation Store,2025,2019-06-01,2020-10-30,18:55:00,19:35:00,40.0,174.84,Free,Team,0,No,Referral,Yes,18,18-19
P1049,39,UK,Hyderabad,Call of Duty,Survival,Solo,Console,Android Tablet,Company Website,2019,2022-09-07,2024-10-24,18:40:00,20:59:00,139.0,174.48,Premium,Solo,1,No,YouTube,Yes,18,18-19
P1050,31,UK,Bangalore,Apex Legends,FPS,Zombies,Console,Xbox Series X,App Store,2018,2019-07-08,2023-02-25,09:18:00,11:04:00,106.0,74.97,Free,Solo,1,No,Referral,Yes,9,9-10
P1051,23,USA,Bangalore,PUBG,Survival,Ranked,Mobile,Xbox Series X,Company Website,2020,2021-08-09,2024-03-10,16:29:00,17:49:00,80.0,133.37,VIP,Ranked,1,No,Ads,Yes,16,16-17
P1052,41,USA,Chennai,FIFA 24,Strategy,Team Deathmatch,Mobile,Xbox Series X,Company Website,2022,2021-03-26,2023-05-22,23:06:00,00:21:00,75.0,76.27,Premium,Ranked,0,No,Influencer,Yes,23,23-24
P1053,30,India,Chennai,Minecraft,Strategy,Zombies,Mobile,Switch,Company Website,2022,2021-07-31,2024-12-25,19:14:00,22:11:00,177.0,38.03,Premium,Ranked,2,No,Referral,Yes,19,19-20
P1054,19,Canada,Kolkata,Call of Duty,Sports,Team Deathmatch,PC,Android Tablet,App Store,2020,2020-01-05,2025-02-09,17:20:00,19:21:00,121.0,35.13,Premium,Team,1,No,YouTube,Yes,17,17-18
P1055,23,UK,Delhi,FIFA 24,Strategy,Solo,PC,Gaming PC,Steam,2020,2021-07-13,2025-04-28,20:54:00,23:31:00,157.0,73.16,Free,Ranked,0,No,YouTube,Yes,20,20-21
P1056,29,Brazil,Delhi,Minecraft,Sports,Zombies,Mobile,Xbox Series X,Company Website,2018,2022-09-05,2023-12-02,10:40:00,12:53:00,133.0,181.88,Premium,Ranked,0,No,Ads,Yes,10,10-11
P1057,32,Germany,Bangalore,Call of Duty,Battle Royale,Ranked,PC,Gaming PC,Company Website,2023,2023-09-13,2025-05-06,12:56:00,14:57:00,121.0,130.98,Premium,Team,0,No,YouTube,No,12,12-13
P1058,26,Germany,Delhi,Fortnite,Sports,Zombies,Mobile,iPhone 14,App Store,2018,2023-06-19,2024-03-27,14:07:00,16:18:00,131.0,18.33,Premium,Ranked,4,Yes,Ads,Yes,14,14-15
P1059,34,USA,Hyderabad,PUBG,Sports,Zombies,Mobile,Xbox Series X,PlayStation Store,2021,2022-09-07,2023-07-06,08:17:00,09:09:00,52.0,197.51,Free,Solo,0,No,Ads,Yes,8,8-9
P1060,21,India,Pune,Fortnite,Adventure,Solo,PC,Xbox Series X,App Store,2018,2020-06-03,2024-07-31,21:33:00,22:17:00,44.0,149.13,Free,Team,1,No,Ads,Yes,21,21-22
P1061,41,Brazil,Hyderabad,PUBG,FPS,Ranked,Console,Gaming PC,Steam,2018,2024-05-15,2024-12-06,21:43:00,22:25:00,42.0,0.0,Free,Solo,0,No,Referral,Yes,21,21-22
P1062,17,Brazil,Pune,PUBG,Strategy,Ranked,Mobile,Switch,App Store,2024,2022-04-22,2024-11-06,21:06:00,21:50:00,44.0,170.56,Premium,Solo,0,No,Referral,Yes,21,21-22
P1063,16,UK,Delhi,Apex Legends,Survival,Zombies,Console,Gaming PC,App Store,2022,2023-03-14,2023-08-17,23:04:00,23:42:00,38.0,166.35,Free,Ranked,2,No,Referral,Yes,23,23-24
P1064,16,Brazil,Chennai,PUBG,Sports,Zombies,Console,iPhone 14,Company Website,2018,2022-03-24,2023-12-23,19:06:00,21:48:00,162.0,0.0,Premium,Solo,2,No,YouTube,Yes,19,19-20
P1065,16,India,Pune,PUBG,Battle Royale,Team Deathmatch,Mobile,Android Tablet,Steam,2022,2019-04-29,2021-05-06,16:44:00,18:18:00,94.0,184.31,Free,Solo,1,No,Influencer,Yes,16,16-17
P1066,17,USA,Kolkata,Minecraft,FPS,Zombies,Mobile,Android Tablet,PlayStation Store,2024,2023-09-16,2024-12-23,18:10:00,19:59:00,109.0,62.33,Premium,Ranked,1,No,Ads,Yes,18,18-19
P1067,22,USA,Chennai,Call of Duty,Strategy,Zombies,Console,Android Tablet,Company Website,2025,2023-12-16,2025-02-12,16:13:00,18:39:00,146.0,22.76,Free,Ranked,1,No,Influencer,Yes,16,16-17
P1068,32,India,Hyderabad,Apex Legends,Adventure,Zombies,PC,Xbox Series X,App Store,2021,2020-07-16,2024-10-28,16:18:00,17:56:00,98.0,0.0,Premium,Solo,0,No,In-Game Promo,Yes,16,16-17
P1069,27,Brazil,Chennai,Minecraft,Sports,Zombies,Console,Switch,Steam,2024,2019-03-18,2024-05-13,10:55:00,12:30:00,95.0,0.0,Free,Ranked,0,No,Ads,Yes,10,10-11
P1070,38,Brazil,Pune,Fortnite,Adventure,Team Deathmatch,Mobile,iPhone 14,Steam,2024,2020-03-09,2021-07-20,21:37:00,23:34:00,117.0,104.79,VIP,Ranked,0,No,YouTube,Yes,21,21-22
P1071,23,India,Chennai,Minecraft,FPS,Ranked,Mobile,Xbox Series X,App Store,2023,2020-08-27,2021-12-23,11:09:00,12:29:00,80.0,39.45,Free,Ranked,0,No,Influencer,Yes,11,11-12
P1072,42,Brazil,Chennai,Apex Legends,Strategy,Ranked,Mobile,Switch,App Store,2023,2020-09-10,2023-02-27,10:30:00,12:38:00,128.0,126.28,Premium,Team,1,No,YouTube,Yes,10,10-11
P1073,42,Germany,Bangalore,Call of Duty,Sports,Solo,PC,Switch,Steam,2024,2024-03-10,2025-01-01,09:28:00,12:09:00,161.0,130.37,Premium,Ranked,0,No,Ads,Yes,9,9-10
P1074,41,India,Pune,Minecraft,FPS,Ranked,Mobile,Xbox Series X,Steam,2021,2023-11-29,2025-02-20,13:23:00,15:13:00,110.0,183.59,Free,Team,1,No,Ads,Yes,13,13-14
P1075,34,India,Pune,Call of Duty,FPS,Team Deathmatch,Console,iPhone 14,PlayStation Store,2023,2019-11-30,2023-03-07,12:58:00,14:42:00,104.0,62.05,Free,Ranked,3,Yes,YouTube,Yes,12,12-13
P1076,37,Canada,Pune,Fortnite,Strategy,Ranked,PC,Switch,Company Website,2023,2019-03-16,2023-04-09,17:11:00,18:20:00,69.0,68.35,Free,Solo,0,No,YouTube,Yes,17,17-18
P1077,19,Brazil,Chennai,Minecraft,Adventure,Zombies,Mobile,iPhone 14,PlayStation Store,2024,2020-09-23,2021-08-21,13:53:00,16:47:00,174.0,161.81,Premium,Solo,0,No,Referral,Yes,13,13-14
P1078,41,Brazil,Pune,Minecraft,Survival,Battle Royale,Mobile,iPhone 14,App Store,2025,2021-03-05,2023-03-28,22:29:00,23:56:00,87.0,155.62,Premium,Solo,2,No,In-Game Promo,Yes,22,22-23
P1079,34,UK,Bangalore,Minecraft,Survival,Solo,Mobile,PS5,Steam,2022,2019-12-10,2024-03-20,13:17:00,15:27:00,130.0,181.06,Premium,Solo,3,Yes,Referral,Yes,13,13-14
P1080,27,UK,Bangalore,Apex Legends,FPS,Team Deathmatch,Mobile,iPhone 14,PlayStation Store,2024,2019-12-01,2022-01-06,15:01:00,16:37:00,96.0,186.17,Premium,Solo,0,No,Influencer,Yes,15,15-16
P1081,21,Canada,Delhi,Apex Legends,Adventure,Zombies,PC,PS5,App Store,2021,2020-09-04,2023-10-02,21:07:00,22:35:00,88.0,47.53,Free,Team,1,No,In-Game Promo,Yes,21,21-22
P1082,42,India,Bangalore,Apex Legends,Adventure,Ranked,PC,PS5,PlayStation Store,2020,2022-04-08,2024-09-03,08:39:00,10:24:00,105.0,48.11,Free,Ranked,0,No,YouTube,Yes,8,8-9
P1083,17,Brazil,Chennai,PUBG,Adventure,Ranked,PC,Gaming PC,Company Website,2018,2023-05-04,2024-05-20,16:47:00,17:06:00,19.0,71.42,Free,Ranked,1,No,Ads,Yes,16,16-17
P1084,24,USA,Bangalore,FIFA 24,Adventure,Solo,Mobile,Xbox Series X,Company Website,2025,2021-01-16,2021-10-19,10:45:00,12:57:00,132.0,7.4,Free,Solo,3,Yes,YouTube,Yes,10,10-11
P1085,32,Brazil,Delhi,PUBG,Survival,Solo,PC,Switch,PlayStation Store,2022,2023-01-02,2025-06-02,09:55:00,11:34:00,99.0,0.0,Free,Team,2,No,Influencer,No,9,9-10
P1086,34,USA,Delhi,Minecraft,Survival,Solo,Mobile,iPhone 14,Steam,2024,2019-11-20,2024-09-17,13:34:00,15:04:00,90.0,64.24,Free,Team,0,No,In-Game Promo,Yes,13,13-14
P1087,40,USA,Kolkata,Apex Legends,Sports,Team Deathmatch,PC,Switch,App Store,2024,2022-01-29,2022-05-26,10:42:00,13:40:00,178.0,81.24,Premium,Ranked,0,No,Ads,Yes,10,10-11
P1088,38,Brazil,Kolkata,Apex Legends,FPS,Battle Royale,PC,Xbox Series X,App Store,2023,2023-04-18,2024-11-18,09:38:00,10:32:00,54.0,135.81,Free,Solo,1,No,In-Game Promo,Yes,9,9-10
P1089,36,Germany,Pune,Minecraft,Sports,Battle Royale,PC,PS5,PlayStation Store,2025,2024-10-21,2025-01-28,11:16:00,12:37:00,81.0,140.81,VIP,Team,1,No,Influencer,Yes,11,11-12
P1090,25,India,Hyderabad,Call of Duty,Sports,Battle Royale,Mobile,Gaming PC,Steam,2023,2022-11-24,2024-11-19,10:35:00,13:08:00,153.0,58.07,VIP,Ranked,2,No,Referral,Yes,10,10-11
P1091,36,Brazil,Hyderabad,Call of Duty,Battle Royale,Battle Royale,PC,Gaming PC,Steam,2023,2023-02-20,2024-06-12,12:39:00,13:16:00,37.0,13.15,VIP,Ranked,0,No,Influencer,Yes,12,12-13
P1092,39,Brazil,Bangalore,Fortnite,Sports,Zombies,Console,Gaming PC,App Store,2020,2021-01-15,2025-05-06,12:27:00,14:50:00,143.0,182.14,Premium,Ranked,0,No,Referral,No,12,12-13
P1093,36,UK,Kolkata,Fortnite,Sports,Ranked,Console,PS5,App Store,2021,2022-01-29,2022-10-12,17:39:00,20:10:00,151.0,18.69,Premium,Ranked,0,No,In-Game Promo,Yes,17,17-18
P1094,34,Brazil,Bangalore,Call of Duty,FPS,Zombies,Mobile,Android Tablet,App Store,2021,2023-09-03,2025-05-27,08:31:00,11:26:00,175.0,109.12,Free,Ranked,0,No,Influencer,No,8,8-9
P1095,17,Brazil,Bangalore,Fortnite,Survival,Team Deathmatch,Console,Gaming PC,PlayStation Store,2023,2020-08-11,2022-05-13,18:46:00,20:29:00,103.0,195.07,Premium,Ranked,1,No,YouTube,Yes,18,18-19
P1096,28,Germany,Bangalore,FIFA 24,Survival,Battle Royale,PC,Gaming PC,Steam,2022,2023-04-23,2025-01-12,21:15:00,22:10:00,55.0,0.0,Premium,Solo,2,No,Influencer,Yes,21,21-22
P1097,45,Germany,Delhi,FIFA 24,Survival,Zombies,PC,Gaming PC,Company Website,2021,2021-05-31,2024-09-06,19:03:00,19:30:00,27.0,56.27,VIP,Ranked,1,No,YouTube,Yes,19,19-20
P1098,13,India,Delhi,Fortnite,Sports,Solo,Console,iPhone 14,Steam,2024,2019-07-29,2021-10-03,19:35:00,21:03:00,88.0,14.71,Free,Ranked,0,No,In-Game Promo,Yes,19,19-20
P1099,20,India,Bangalore,Apex Legends,Sports,Solo,Mobile,iPhone 14,PlayStation Store,2021,2024-09-16,2025-04-09,09:02:00,09:26:00,24.0,27.41,Premium,Ranked,0,No,In-Game Promo,Yes,9,9-10
P1100,45,USA,Pune,PUBG,Sports,Battle Royale,Console,Android Tablet,App Store,2023,2024-09-08,2025-05-26,23:45:00,02:24:00,159.0,59.96,Free,Ranked,0,No,Influencer,No,23,23-24
P1101,42,USA,Kolkata,Minecraft,Sports,Ranked,Console,iPhone 14,PlayStation Store,2018,2024-05-21,2024-08-16,20:09:00,21:26:00,77.0,6.31,Free,Team,0,No,Referral,Yes,20,20-21
P1102,39,Canada,Hyderabad,Apex Legends,Adventure,Ranked,Console,Switch,Steam,2020,2024-10-25,2024-12-17,18:42:00,20:59:00,137.0,105.1,VIP,Team,3,Yes,YouTube,Yes,18,18-19
P1103,35,Canada,Kolkata,Minecraft,Adventure,Solo,Mobile,Gaming PC,PlayStation Store,2021,2022-02-16,2025-04-03,17:14:00,18:45:00,91.0,0.0,Premium,Team,0,No,YouTube,Yes,17,17-18
P1104,30,UK,Bangalore,PUBG,Strategy,Ranked,Console,Gaming PC,App Store,2020,2022-04-04,2022-06-29,17:45:00,18:20:00,35.0,69.27,Premium,Ranked,0,No,Referral,Yes,17,17-18
P1105,30,Brazil,Kolkata,FIFA 24,Battle Royale,Zombies,Mobile,Switch,PlayStation Store,2021,2019-07-27,2022-02-05,15:03:00,15:43:00,40.0,82.66,Free,Solo,0,No,In-Game Promo,Yes,15,15-16
P1106,23,Germany,Kolkata,Apex Legends,Survival,Battle Royale,Console,iPhone 14,App Store,2018,2020-01-02,2023-08-29,15:34:00,15:58:00,24.0,182.65,Free,Solo,3,Yes,Ads,Yes,15,15-16
P1107,38,Germany,Hyderabad,Minecraft,Survival,Zombies,PC,iPhone 14,Steam,2023,2022-03-11,2024-09-26,23:56:00,00:45:00,49.0,170.21,Free,Solo,0,No,Influencer,Yes,23,23-24
P1108,29,Canada,Hyderabad,Call of Duty,Strategy,Solo,Console,Android Tablet,PlayStation Store,2020,2023-07-19,2024-09-28,18:05:00,20:02:00,117.0,133.85,VIP,Solo,0,No,Referral,Yes,18,18-19
P1109,13,UK,Delhi,Fortnite,Survival,Solo,Console,iPhone 14,Steam,2022,2023-01-12,2024-12-21,15:03:00,15:48:00,45.0,93.08,Free,Ranked,3,Yes,YouTube,Yes,15,15-16
P1110,20,Canada,Pune,FIFA 24,Adventure,Battle Royale,PC,Xbox Series X,Company Website,2020,2024-02-07,2025-02-23,19:26:00,22:01:00,155.0,182.56,Premium,Solo,2,No,In-Game Promo,Yes,19,19-20
P1111,18,Brazil,Delhi,PUBG,Strategy,Solo,PC,Android Tablet,Steam,2018,2024-09-01,2024-12-13,12:10:00,13:48:00,98.0,170.9,Free,Solo,2,No,Influencer,Yes,12,12-13
P1112,18,Brazil,Delhi,Call of Duty,Survival,Battle Royale,Mobile,Gaming PC,Company Website,2018,2024-03-08,2025-02-15,17:46:00,18:06:00,20.0,79.19,Premium,Ranked,0,No,Influencer,Yes,17,17-18
P1113,35,Brazil,Bangalore,PUBG,FPS,Zombies,Console,PS5,App Store,2024,2021-01-07,2025-04-30,12:49:00,15:48:00,179.0,0.0,Free,Team,0,No,Influencer,Yes,12,12-13
P1114,37,India,Kolkata,Minecraft,Adventure,Battle Royale,Mobile,iPhone 14,Steam,2020,2023-05-29,2024-11-20,12:46:00,13:58:00,72.0,166.96,VIP,Team,1,No,In-Game Promo,Yes,12,12-13
P1115,40,Brazil,Delhi,Fortnite,Battle Royale,Team Deathmatch,Console,Xbox,App Store,2021,2020-04-07,2020-06-11,21:39:00,21:58:00,19.0,48.13,Free,Team,0,No,Ads,Yes,21,21-22
P1116,28,Canada,Bangalore,Apex Legends,Survival,Battle Royale,Mobile,Xbox Series X,Steam,2020,2024-08-25,2025-01-20,15:52:00,18:34:00,162.0,63.78,Premium,Team,0,No,Referral,Yes,15,15-16
P1117,27,Germany,Pune,FIFA 24,FPS,Ranked,Mobile,Switch,PlayStation Store,2024,2024-07-23,2024-08-16,19:41:00,21:33:00,112.0,157.16,Premium,Team,0,No,Influencer,Yes,19,19-20
P1118,24,Brazil,Delhi,Fortnite,Battle Royale,Solo,Mobile,Xbox,Company Website,2018,2023-08-18,2024-10-17,12:24:00,13:41:00,77.0,0.0,Premium,Team,2,No,Ads,Yes,12,12-13
P1119,25,Brazil,Pune,Apex Legends,Battle Royale,Ranked,Mobile,PS5,Steam,2021,2021-06-07,2024-02-13,14:55:00,16:35:00,100.0,0.0,Free,Solo,4,Yes,Ads,Yes,14,14-15
P1120,43,USA,Kolkata,PUBG,Strategy,Battle Royale,Console,Xbox Series X,App Store,2022,2023-04-09,2024-07-29,19:19:00,20:40:00,81.0,71.93,Free,Ranked,0,No,YouTube,Yes,19,19-20
P1121,26,UK,Pune,Apex Legends,FPS,Ranked,PC,Switch,PlayStation Store,2018,2021-12-04,2025-01-10,21:18:00,22:12:00,54.0,39.24,Free,Solo,0,No,YouTube,Yes,21,21-22
P1122,29,Germany,Kolkata,Minecraft,Strategy,Team Deathmatch,Console,Xbox Series X,App Store,2020,2020-07-27,2024-08-10,23:11:00,01:44:00,153.0,0.0,Premium,Solo,3,Yes,Ads,Yes,23,23-24
